collection_year,collection_label,survey,table_name,table_title,release,url
2023,202324,Institutional Characteristics,IC2023MISSION,Mission statement,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2023MISSION.zip
2023,202324,Institutional Characteristics,CUSTOMCGIDS2023,Custom comparison groups,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/CUSTOMCGIDS2023.zip
2023,202324,Institutional Characteristics,IC2023_PCCAMPUSES,Branch campus locations listed on College Navigator,Provisional/final (institutions are not  allowed to revise these data),https://nces.ed.gov/ipeds/datacenter/data/IC2023_PCCAMPUSES.zip
2023,202324,Admissions,ADM2023,"Admission considerations, applicants, admissions, and test scores",Final,https://nces.ed.gov/ipeds/datacenter/data/ADM2023.zip
2023,202324,Admissions,DRVADM2023,Frequently used derived variables for admissions. Selectivity and admissions yield,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVADM2023.zip
2023,202324,12-month Enrollment,EFFY2023,12-month unduplicated headcount: 2022-23,Final,https://nces.ed.gov/ipeds/datacenter/data/EFFY2023.zip
2023,202324,12-month Enrollment,EFIA2023,12-month instructional activity: 2022-23,Final,https://nces.ed.gov/ipeds/datacenter/data/EFIA2023.zip
2023,202324,12-month Enrollment,EFFY2023_DIST,12-month unduplicated headcount by distance education status and level of student: 2022-23,Final,https://nces.ed.gov/ipeds/datacenter/data/EFFY2023_DIST.zip
2023,202324,12-month Enrollment,EFFY2023_HS,12-month unduplicated headcount of dual enrolled students by race/ethnicity and gender: 2022-23,Final,https://nces.ed.gov/ipeds/datacenter/data/EFFY2023_HS.zip
2023,202324,12-month Enrollment,DRVEF122023,"Frequently used derived variables (E12): 12-month enrollment, 2022-23",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVEF122023.zip
2023,202324,Fall Enrollment,EF2023,"Gender, attendance status, and level of student: Fall 2023",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2023.zip
2023,202324,Fall Enrollment,EF2023A,"Race/ethnicity, gender, attendance status, and level of student: Fall 2023",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2023A.zip
2023,202324,Fall Enrollment,EF2023B,"Age category, gender, attendance status, and level of student: Fall 2023",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2023B.zip
2023,202324,Fall Enrollment,EF2023C,Residence and migration of first-time freshman: Fall 2023 (optional),Final,https://nces.ed.gov/ipeds/datacenter/data/EF2023C.zip
2023,202324,Fall Enrollment,EF2023D,"Total entering class, retention rates, and student-to-faculty ratio: Fall 2023",Final,https://nces.ed.gov/ipeds/datacenter/data/EF2023D.zip
2023,202324,Fall Enrollment,EF2023A_DIST,Distance education status and level of student: Fall 2023,Final,https://nces.ed.gov/ipeds/datacenter/data/EF2023A_DIST.zip
2023,202324,Fall Enrollment,DRVEF2023,Frequently used derived variables (EF): Fall enrollment 2023,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVEF2023.zip
2023,202324,Completions,DRVC2023,"Frequently used derived variables (C): Completions, July 1, 2022 to June 30, 2023",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVC2023.zip
2023,202324,Completions,C2023_A,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2022 to June 30, 2023",Final,https://nces.ed.gov/ipeds/datacenter/data/C2023_A.zip
2023,202324,Completions,C2023_B,"Number of students receiving awards/degrees, by race/ethnicity and gender: July 1, 2022 to June 30, 2023",Final,https://nces.ed.gov/ipeds/datacenter/data/C2023_B.zip
2023,202324,Completions,C2023_C,"Number of students receiving awards/degrees, by award level and by gender, race/ethnicity and age categories: July 1, 2022 to June 30, 2023",Final,https://nces.ed.gov/ipeds/datacenter/data/C2023_C.zip
2023,202324,Completions,C2023DEP,"Number of programs offered and number of programs offered via distance education, by award level: July 1, 2022 to June 30, 2023",Final,https://nces.ed.gov/ipeds/datacenter/data/C2023DEP.zip
2023,202324,Student Financial Aid,SFA2223_P1,Student financial aid: 2022-23,Final,https://nces.ed.gov/ipeds/datacenter/data/SFA2223_P1.zip
2023,202324,Student Financial Aid,SFA2223_P2,Student financial aid and net price: 2022-23,Final,https://nces.ed.gov/ipeds/datacenter/data/SFA2223_P2.zip
2023,202324,Student Financial Aid,SFAV2223,"Military Servicemembers and Veteran's Benefits, 2022-23",Final,https://nces.ed.gov/ipeds/datacenter/data/SFAV2223.zip
2023,202324,Graduation Rates,GR2023,"Graduation rate data, 150% of normal time to complete - cohort year 2017 (4-year) and cohort year 2020 (2-year) institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2023.zip
2023,202324,Graduation Rates,GR2023_L2,"Graduation rate data, 150% of normal time to complete - cohort year 2020 (less-than-2-year institutions)",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2023_L2.zip
2023,202324,Graduation Rates,GR2023_PELL_SSL,"Graduation rate data for Pell Grant and Direct Subsidized loan recipients, 150% of normal time to complete - cohort year 2017 (4-year) and cohort year 2020 (2-year) institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR2023_PELL_SSL.zip
2023,202324,Graduation Rates,GR200_23,"Graduation rate data, 200% of normal time to complete - cohort year 2015  (4-year) and cohort year 2019 (less-than-4-year)  institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/GR200_23.zip
2023,202324,Graduation Rates,DRVGR2023,Frequently used derived variables (GR) 150% of normal time to complete - cohort year 2017 (4-year) and cohort year 2020 (2-year) institutions,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVGR2023.zip
2023,202324,Graduation Rates,GR2023_GENDER,Gender unknown reported in revised cohorts - cohort year 2017 (4-year) and cohort year 2020 (less-than-4-year) institutions,Final,https://nces.ed.gov/ipeds/datacenter/data/GR2023_GENDER.zip
2023,202324,Outcome Measures,OM2023,"Award and enrollment data at four, six and eight years for  entering undergraduate cohorts from 2015-16 degree granting institutions",Final,https://nces.ed.gov/ipeds/datacenter/data/OM2023.zip
2023,202324,Outcome Measures,DRVOM2023,"Frequently used derived variables (OM) Award and enrollment rates of degree/certificate-seeking undergraduates, 2015-16 cohort",Final,https://nces.ed.gov/ipeds/datacenter/data/DRVOM2023.zip
2023,202324,Finance,F2223_F1A,Public institutions - GASB 34/35: Fiscal year 2023,Final,https://nces.ed.gov/ipeds/datacenter/data/F2223_F1A.zip
2023,202324,Finance,F2223_F2,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2023,Final,https://nces.ed.gov/ipeds/datacenter/data/F2223_F2.zip
2023,202324,Finance,F2223_F3,Private for-profit institutions: Fiscal year 2023,Final,https://nces.ed.gov/ipeds/datacenter/data/F2223_F3.zip
2023,202324,Finance,DRVF2023,Frequently used/derived variables Finance (F): Fiscal year 2023,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVF2023.zip
2023,202324,Human Resources,EAP2023,"Number of staff by occupational category, faculty and tenure status:  Fall 2023",Final,https://nces.ed.gov/ipeds/datacenter/data/EAP2023.zip
2023,202324,Human Resources,SAL2023_IS,"Number and salary outlays for full-time nonmedical instructional staff, by  gender, and academic rank:  Academic year 2023-24",Final,https://nces.ed.gov/ipeds/datacenter/data/SAL2023_IS.zip
2023,202324,Human Resources,SAL2023_NIS,Number and salary outlays for full-time nonmedical  noninstructional staff by occupation: Academic year 2023-24,Final,https://nces.ed.gov/ipeds/datacenter/data/SAL2023_NIS.zip
2023,202324,Human Resources,S2023_OC,"Full- and part-time staff by occupational category, race/ethnicity, and gender:  Fall 2023",Final,https://nces.ed.gov/ipeds/datacenter/data/S2023_OC.zip
2023,202324,Human Resources,S2023_SIS,"Full-time instructional staff, by academic rank, faculty and tenure status  (Degree-granting institutions): Fall 2023",Final,https://nces.ed.gov/ipeds/datacenter/data/S2023_SIS.zip
2023,202324,Human Resources,S2023_IS,"Full-time instructional staff, by faculty and tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2023",Final,https://nces.ed.gov/ipeds/datacenter/data/S2023_IS.zip
2023,202324,Human Resources,S2023_NH,"New hires by occupational category, race/ethnicity, and gender (Degree-granting institutions):  Fall 2023",Final,https://nces.ed.gov/ipeds/datacenter/data/S2023_NH.zip
2023,202324,Human Resources,DRVHR2023,Frequently used/derived variables Human resources (HR): Fall 2023,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVHR2023.zip
2023,202324,Academic Libraries,AL2023,"Academic Libraries, Fiscal year 2023",Final,https://nces.ed.gov/ipeds/datacenter/data/AL2023.zip
2023,202324,Academic Libraries,DRVAL2023,Frequently used/derived variables Academic library indicators: Fiscal year 2023,Final,https://nces.ed.gov/ipeds/datacenter/data/DRVAL2023.zip
